Site,Geo Point,Geo Shape,Shape Length,Nom français
AQC,"48.9245929744917, 2.354921840568105","{""coordinates"":[[2.35486104393716,48.9246117727381],[2.35498263719905,48.9245741762453]],""type"":""LineString""}",14.95955388698039,Centre Aquatique
AQC,"48.921806773383445, 2.351409530235669","{""coordinates"":[[2.35444977004726,48.9192369052633],[2.35413505786386,48.9209195141368],[2.35166027291797,48.9207033166057],[2.35128833984763,48.9221320853836],[2.3496003362585,48.9221320853836],[2.34877063968567,48.9240213822951],[2.34917118319951,48.9242657637632],[2.34988643799838,48.9241435731786]],""type"":""LineString""}",1474.8362724183119,Centre Aquatique
AQC,"48.9246058983728, 2.3549701205230402","{""coordinates"":[[2.35492899340354,48.924632921011],[2.35501124764254,48.9245788757346]],""type"":""LineString""}",12.949246481951562,Centre Aquatique
AQC,"48.92469401565795, 2.3551024432627092","{""coordinates"":[[2.35517218082568,48.9247856575508],[2.35503270569974,48.9246023737651]],""type"":""LineString""}",34.717772790745606,Centre Aquatique
AQC,"48.924581225180646, 2.3548270696531","{""coordinates"":[[2.35493468962077,48.924562922141],[2.35471944968543,48.9245995282203]],""type"":""LineString""}",24.750037005105884,Centre Aquatique
AQC,"48.92467521690805, 2.354993366227665","{""coordinates"":[[2.35498631130858,48.9247316171616],[2.35500042114675,48.9246188166545]],""type"":""LineString""}",19.17543792323213,Centre Aquatique
AQC,"48.925540907362056, 2.359253641371062","{""coordinates"":[[2.36180260012369,48.925567544734],[2.3609442931074,48.9259341051384],[2.35798313421554,48.9257649237022],[2.35756828592912,48.9240542796657]],""type"":""LineString""}",738.3153202069899,Centre Aquatique
Arena Bercy,"48.838622926231935, 2.381809746119731","{""coordinates"":[[2.38408469360367,48.8396178286383],[2.38234125767332,48.8398826304424],[2.38066934650417,48.8390882220127],[2.38226079108175,48.8377347566298],[2.38080345599295,48.8368755824988],[2.38035642196823,48.8372551504796]],""type"":""LineString""}",1017.2029448276724,Arena Bercy à Paris
Arena Bercy,"48.838130327423784, 2.3771897361570486","{""coordinates"":[[2.37812516041436,48.8369541068032],[2.3780466503535,48.8370884454281],[2.37803121370364,48.8371200992268],[2.37798560174509,48.8371705111193],[2.37794131749654,48.8372393351553],[2.37790723092308,48.8372755629309],[2.37787649686225,48.8373106873695],[2.37761749639617,48.8376021663412],[2.37732664436504,48.8378627488986],[2.37669129650732,48.8384063452217],[2.37645939641671,48.8387178619213],[2.37707518705243,48.8390293760923],[2.37726294213331,48.8390117225392]],""type"":""LineString""}",460.6263910992127,Arena Bercy à Paris
Arena Bercy,"48.83811164278609, 2.377193747068085","{""coordinates"":[[2.3781279541749,48.8369664277849],[2.37796311062532,48.8372121177437],[2.37788711405061,48.8372919298995],[2.3776348186098,48.8375911327046],[2.37734229032236,48.8378517153195],[2.37673488186659,48.838370668725],[2.37646889610085,48.838704253619],[2.37702936668471,48.838993333464],[2.37721712086729,48.8389992175904]],""type"":""LineString""}",448.73074788413123,Arena Bercy à Paris
Arena Bercy,"48.838121050773395, 2.3771936622405976","{""coordinates"":[[2.37813577760272,48.8369671639217],[2.3779686981464,48.837205497274],[2.37788879120522,48.8372996536688],[2.37762895171269,48.8375911327046],[2.37733223188612,48.8378649560872],[2.37671588249834,48.8383813350187],[2.37660272711189,48.8385501500988],[2.37647615987824,48.8387233783202],[2.37707518705243,48.8390470302305],[2.3772092974395,48.8389999536974]],""type"":""LineString""}",454.6470844578513,Arena Bercy à Paris
Arena Bercy,"48.83810871141783, 2.3771927612549817","{""coordinates"":[[2.37813605697878,48.8369644050344],[2.37807710413993,48.8370442181761],[2.37798294812176,48.8371736832945],[2.37795050277033,48.8372208762506],[2.37791973367521,48.8372570354521],[2.37786825481951,48.8373161128677],[2.37762105821626,48.8376040513006],[2.37730513061232,48.837866611035],[2.37701902797412,48.8381139509272],[2.37674298467044,48.8383646006436],[2.37647476389629,48.8387235622001],[2.37705590920642,48.8390295599711],[2.37719001959349,48.8390060222932]],""type"":""LineString""}",450.04413547434893,Arena Bercy à Paris
Arena Chapelle,"48.897261928865774, 2.3678323055568855","{""coordinates"":[[2.36686372011254,48.894571463693],[2.37132680556556,48.895772952659],[2.37061383338581,48.8964652625572],[2.37059876414694,48.8985137500527],[2.37023443890874,48.8985132746618],[2.3699103321441,48.8984359370531],[2.36258709347142,48.8983261031402],[2.36262737392877,48.8987194917551],[2.3621956948072,48.8989535662616]],""type"":""LineString""}",2048.7377996326695,Arena Chapelle à Paris
CDM,"48.851278892813376, 2.3014047693503215","{""coordinates"":[[2.30162810999386,48.8522146062259],[2.30108140609172,48.8518160927986],[2.30146545114703,48.8515811373669],[2.30095233615169,48.8512029375978],[2.30132105458893,48.8509048094463],[2.30217162571405,48.8503604498228]],""type"":""LineString""}",432.07910922317416,Arena Champ-de-Mars
CPL,"48.89877488589068, 2.3633492443773245","{""coordinates"":[[2.36455509025652,48.899185667269],[2.36421310791607,48.8991548103712],[2.36381748267844,48.8989035466884],[2.36377724893347,48.8986434654782],[2.3637638379846,48.8986037919743],[2.36235567847108,48.8985905678597],[2.3622886237267,48.898969668584]],""type"":""LineString""}",372.21209249451175,Arena Porte de La Chapelle
CPL,"48.89933843450639, 2.3661603792482317","{""coordinates"":[[2.37013808431046,48.8998740277395],[2.36669598212076,48.8997729029098],[2.3661660505263,48.8995598776259],[2.36432710232901,48.898793342941],[2.36429357450768,48.8986346492123],[2.36227521187954,48.8986214251059]],""type"":""LineString""}",946.9217437308943,Arena Porte de La Chapelle
CPL,"48.89881351744212, 2.363422770148238","{""coordinates"":[[2.364756255388,48.899247380417],[2.36417287506943,48.899185667269],[2.36384430457617,48.8988903220625],[2.36379736580594,48.8986037919743],[2.36230203467557,48.8986082004054],[2.3622886237267,48.8989873015865]],""type"":""LineString""}",407.211283556448,Arena Porte de La Chapelle
CPL,"48.899164697886405, 2.3627490078564484","{""coordinates"":[[2.36334025807363,48.8995117038484],[2.36310560464669,48.8995088456541],[2.36311243633441,48.8992664418352],[2.36248247387682,48.8992499522149],[2.36249625762652,48.8989988136147],[2.36268795541322,48.8988600637936],[2.36245355081961,48.8988483911055],[2.3622755110185,48.8989784895151]],""type"":""LineString""}",267.4599852093428,Arena Porte de La Chapelle
CPL,"48.898444118510184, 2.368201556356781","{""coordinates"":[[2.37469700710793,48.8985376756803],[2.37158696030668,48.8984454078012],[2.37105154921352,48.8985871443645],[2.3704115642249,48.8985606300766],[2.37001110874594,48.8984432126127],[2.36248922112292,48.8983112986399],[2.36253616258808,48.8987260184619],[2.36219662815678,48.8989881490145]],""type"":""LineString""}",1497.3606085897677,Arena Porte de La Chapelle
CSB,"48.90606794076301, 2.5496514805801707","{""coordinates"":[[2.54869523526336,48.904852037456],[2.54948678487315,48.9065758755365],[2.55052628951415,48.9065131915807],[2.55103173792043,48.9062060389317],[2.55105081067916,48.9062060389317]],""type"":""LineString""}",499.909362293276,Clichy-sous-Bois
CSB,"48.9055336282172, 2.5534252491314637","{""coordinates"":[[2.55166859797713,48.9046568205156],[2.55367608290548,48.9046505520303],[2.55369992419312,48.9063649947684],[2.55444379123214,48.9066094626266],[2.5543627281592,48.9066564755846],[2.55341859071077,48.9063430552262]],""type"":""LineString""}",736.2015218737795,Clichy-sous-Bois
CTX,"46.8228711397013, 1.757478688348834","{""coordinates"":[[1.75737910051435,46.8218016819671],[1.75757221943583,46.8230130020708],[1.75761011576439,46.8232506986212],[1.75728254150278,46.8238939448922]],""type"":""LineString""}",347.95346304844963,Centre National de Tir de Châteauroux
DEF,"48.89608441177537, 2.2256329403546458","{""coordinates"":[[2.22343289783497,48.8962919482755],[2.22361528817698,48.8963783527262],[2.22378963230902,48.8966093501041],[2.22433009741149,48.896421554305],[2.22660125763868,48.8957195181178],[2.22676755466239,48.8959804962741],[2.22787798913453,48.8956525101845]],""type"":""LineString""}",599.5437688827733,Paris La Defense Arena
DEF,"48.895965370162024, 2.225656599821464","{""coordinates"":[[2.22307326539581,48.8962530843545],[2.22345548058287,48.8964382362038],[2.22362311879131,48.8963809270339],[2.22378405107616,48.8966101615476],[2.22721057321779,48.8955565565291],[2.22735809455376,48.8954551622307],[2.2278811251532,48.8953140916119],[2.22782345780353,48.8951430435578],[2.22813861734792,48.8950592822183]],""type"":""LineString""}",691.9303871739829,Paris La Defense Arena
DEF,"48.89638358257144, 2.224049627238851","{""coordinates"":[[2.21828531564602,48.8974048115622],[2.21842478987366,48.8976093548614],[2.21947621581143,48.8972849062972],[2.21984099649549,48.8977997912996],[2.2275228435279,48.8954298660602],[2.22796272516633,48.8952711616532],[2.2278804707946,48.8951206858055],[2.22926180925023,48.8947033487282],[2.22992520815093,48.8945093735215]],""type"":""LineString""}",1541.0321136047012,Paris La Defense Arena
DEF,"48.89592777270667, 2.225761971694094","{""coordinates"":[[2.2230894341726,48.8964319342063],[2.22343812153832,48.8964460406163],[2.2236312404598,48.8963931406724],[2.22376535084688,48.8965976881112],[2.22720930749158,48.8955396741284],[2.22787449558642,48.895303381341],[2.22781012231315,48.8951411501339],[2.22831035367069,48.8950071320364],[2.22831035367069,48.8950062502867]],""type"":""LineString""}",695.9022787569568,Paris La Defense Arena
DEF,"48.89612318219092, 2.225484290572715","{""coordinates"":[[2.22310195039946,48.8964208284913],[2.22345332013462,48.8964366983535],[2.2236625323744,48.8963802714979],[2.22380468897147,48.8966059791287],[2.22659418699906,48.8957436994429],[2.22677121260224,48.8960011505444],[2.22787091849494,48.895654649271]],""type"":""LineString""}",632.4758432335483,Paris La Defense Arena
DEF,"48.89693177128489, 2.2259860094362147","{""coordinates"":[[2.22571254728563,48.9004240936437],[2.22661376885972,48.8991968896101],[2.22532630853268,48.8986890721418],[2.22374559357165,48.8965590035637],[2.22782255127394,48.8952658713572],[2.22748638129572,48.8946827752361],[2.22897411279263,48.8947109897142]],""type"":""LineString""}",1574.3923245222613,Paris La Defense Arena
DEF,"48.896101265368934, 2.225520852056295","{""coordinates"":[[2.22324895071255,48.896389976383],[2.2234333523825,48.8964362642828],[2.22363451751395,48.8963855683468],[2.22381171110209,48.896599703728],[2.22444873611446,48.8963825924497],[2.22645284876724,48.895759330335],[2.22659947692804,48.8957422844547],[2.226786337678,48.8959856286419],[2.22700538415114,48.8958927583697],[2.22744616037567,48.8957716741368],[2.22780736448523,48.8956623451388]],""type"":""LineString""}",603.0997896584142,Paris La Defense Arena
ECM,"48.85499712716611, 2.302913309599977","{""coordinates"":[[2.30437332107794,48.854111920692],[2.30193871777469,48.8556755174874],[2.30146141591477,48.855355913615],[2.3014587542066,48.8553533649749]],""type"":""LineString""}",455.0573067616965,Eiffel Champ-de-Mars
ECM,"48.855300701692265, 2.30156204413541","{""coordinates"":[[2.30172826855478,48.8552849606567],[2.30142422206875,48.8553153215418],[2.30140100511023,48.8552978794174],[2.30140100511023,48.8552978794174]],""type"":""LineString""}",38.156627286919026,Eiffel Champ-de-Mars
ECM,"48.854996731761396, 2.302919178348176","{""coordinates"":[[2.3043705282157,48.8541078021007],[2.30193961519166,48.8556811549576],[2.30147438579086,48.8553631995804]],""type"":""LineString""}",454.25898692010594,Eiffel Champ-de-Mars
ECM,"48.85499963625328, 2.302915276011191","{""coordinates"":[[2.30437025206669,48.8541135111525],[2.30194161984558,48.855680230345],[2.30146943228525,48.8553522058945]],""type"":""LineString""}",455.0584705191483,Eiffel Champ-de-Mars
ECM,"48.85498947624981, 2.302933131194521","{""coordinates"":[[2.30437830672777,48.8541102071736],[2.30193717985893,48.8556722619633],[2.30149501021146,48.8553713142071],[2.30149501021146,48.8553713142071]],""type"":""LineString""}",449.88207812538855,Eiffel Champ-de-Mars
EIF,"48.85622499923237, 2.2948348375325054","{""coordinates"":[[2.29615994995929,48.8542709320507],[2.29548073009547,48.8547013763849],[2.29564633541641,48.8553760249339],[2.29349216817858,48.8566862174517],[2.29497600087333,48.8576547937972],[2.29568613258016,48.8572173011588],[2.29566669573233,48.8572340156409]],""type"":""LineString""}",891.7001942073666,Stade Tour Eiffel
ELA,"48.79142672269811, 1.9648454495093128","{""coordinates"":[[1.96573301351485,48.7914839050224],[1.96556850413856,48.79119646561],[1.96389480622031,48.7916723894547],[1.96385904339053,48.7916111318551]],""type"":""LineString""}",265.9267988093734,Colline d'Elancourt
ELA,"48.79079811486634, 1.9742804318831242","{""coordinates"":[[1.97699438164353,48.795403633719],[1.9771320026634,48.7953734598106],[1.97630980282291,48.7942474064291],[1.97614663552965,48.7942047054376],[1.97610193176786,48.7941237203925],[1.97618686837629,48.7940397899221],[1.97502681366278,48.7924171122838],[1.9748927032757,48.7923552667515],[1.97484129359028,48.7922463012763],[1.97487705642006,48.7921785653179],[1.97337949028128,48.7900168663019],[1.97373711857904,48.7899064226837],[1.9739002858723,48.7896001249331],[1.97360971321724,48.7893159138522],[1.97334596245991,48.7892805717112],[1.97319620611555,48.7892790986282],[1.9730062160262,48.7892997152753],[1.97308221260094,48.7891023863609],[1.97346889690656,48.7888888585529],[1.97370582576612,48.788685637397],[1.9737348826723,48.7885265943851],[1.97369688483408,48.7883542976145],[1.97361418413239,48.7882335415015],[1.97261729581384,48.7875664355623],[1.97249212635877,48.7874280064192],[1.97237142692056,48.7872674862792],[1.97234237001438,48.7871187478389],[1.9714393592363,48.7871320014197]],""type"":""LineString""}",1811.7375875135863,Colline d'Elancourt
ELA,"48.79141988639094, 1.9648572351547993","{""coordinates"":[[1.96574731828743,48.7914886170235],[1.96552558892249,48.7911917529898],[1.96393056905009,48.7916629648948],[1.96386619577682,48.7916205564248]],""type"":""LineString""}",260.6319247622063,Colline d'Elancourt
ELA,"48.79142572433397, 1.964861664939635","{""coordinates"":[[1.96574731828743,48.7914839050224],[1.9655184374345,48.791210601693],[1.9639234166638,48.7916629648948],[1.96389480622031,48.7916299804008]],""type"":""LineString""}",252.47318169303966,Colline d'Elancourt
ELA,"48.79144070662318, 1.964852600913684","{""coordinates"":[[1.96574731828743,48.7915027536158],[1.96554704697969,48.7912200263378],[1.96390911099289,48.7916771014381],[1.96385904339053,48.7916346923881]],""type"":""LineString""}",259.81431296645167,Colline d'Elancourt
ELA,"48.791437610582484, 1.9648403264599446","{""coordinates"":[[1.96573301351485,48.791512177614],[1.96553274220708,48.7912153137197],[1.9639019586066,48.7916723894547],[1.96385904339053,48.7916064198656]],""type"":""LineString""}",264.30472625519,Colline d'Elancourt
GRX,"48.86492670595565, 2.3062828870645724","{""coordinates"":[[2.30182139505049,48.8650438905498],[2.30223981965678,48.8648603873485],[2.30320541490206,48.8648250981942],[2.30973927606179,48.8649662546621],[2.3099431239469,48.8651568152622],[2.31040446389742,48.8651568152622],[2.31044737924166,48.8654814723913]],""type"":""LineString""}",1037.3078024134925,Grand Palais-Pont Alexandre III
GRX,"48.86733019084474, 2.310460505109156","{""coordinates"":[[2.31101923541626,48.8688567170017],[2.31035404732142,48.8684756235059],[2.31045060723132,48.8654973462066]],""type"":""LineString""}",602.3180654176967,Grand Palais-Pont Alexandre III
GRX,"48.86727026805569, 2.3104366732113535","{""coordinates"":[[2.31071882800547,48.8689202325976],[2.31034331874198,48.8684826806551],[2.31049352244739,48.8655044043667]],""type"":""LineString""}",589.3164084278384,Grand Palais-Pont Alexandre III
GRX,"48.86492462479367, 2.306322027220549","{""coordinates"":[[2.30184285272261,48.8650580061528],[2.30227200616496,48.8648462716897],[2.30320541490206,48.8648250981942],[2.30977146256996,48.8649591968482],[2.30992166627478,48.8651638730483],[2.31047956574983,48.8651638730483],[2.31049029458589,48.8654602991644]],""type"":""LineString""}",1045.7074663465637,Grand Palais-Pont Alexandre III
GRX,"48.86723646101091, 2.310431875078893","{""coordinates"":[[2.31078320127874,48.8688214309186],[2.31034331874198,48.8684826806551],[2.31047206439019,48.8654691153287]],""type"":""LineString""}",585.5738931748798,Grand Palais-Pont Alexandre III
GRX,"48.864932305257085, 2.3063246944091342","{""coordinates"":[[2.30189649695635,48.8650438904218],[2.30225054816264,48.8648886186943],[2.30311958465669,48.864846271561],[2.30972854679584,48.864952139327],[2.30994312377448,48.8651568153879],[2.31040446347012,48.8651497577697],[2.31043665010675,48.8654744148613]],""type"":""LineString""}",1028.7978200570744,Grand Palais-Pont Alexandre III
GRX,"48.86494351185222, 2.3062225532511786","{""coordinates"":[[2.30173556436202,48.8650580061528],[2.3022076331486,48.8648392138589],[2.30967490304544,48.864973312475],[2.30990020860267,48.8651568152622],[2.31039373506137,48.8651850464006],[2.31042592156954,48.8655026456091]],""type"":""LineString""}",1044.7724768011187,Grand Palais-Pont Alexandre III
GRX,"48.86493749494203, 2.3062791248997336","{""coordinates"":[[2.3017677508702,48.8650650639528],[2.30218617547649,48.8648533295196],[2.30972854722573,48.8649450812173],[2.30992166627478,48.8651568152622],[2.31045810807772,48.8651709308334],[2.31046883691378,48.8654885301315]],""type"":""LineString""}",1053.82853342214,Grand Palais-Pont Alexandre III
GRX,"48.867314511454815, 2.3104586452990885","{""coordinates"":[[2.31092267550639,48.868955518611],[2.31035404732142,48.8684544514615],[2.31047206439019,48.8654691153287]],""type"":""LineString""}",611.1895403867621,Grand Palais-Pont Alexandre III
GRX,"48.864952325982976, 2.306303747632797","{""coordinates"":[[2.30182139505049,48.8650227171378],[2.30222909082072,48.8648533295196],[2.3097607337339,48.8649874280979],[2.30993239511084,48.8651568152622],[2.31046883691378,48.8651568152622],[2.31049029458589,48.8654602991644]],""type"":""LineString""}",1037.981859355774,Grand Palais-Pont Alexandre III
GRX,"48.867204241729425, 2.3103722708587764","{""coordinates"":[[2.31053643766346,48.868863774688],[2.31031113210535,48.8684897378033],[2.31041842059469,48.8654902886363]],""type"":""LineString""}",575.8173741695667,Grand Palais-Pont Alexandre III
GRX,"48.8673942606686, 2.3104666642424183","{""coordinates"":[[2.31111579442783,48.868955518611],[2.31034331874198,48.8684756235059],[2.31042914917412,48.8655044043667]],""type"":""LineString""}",621.1837453904983,Grand Palais-Pont Alexandre III
HDV,"48.856363971992835, 2.350753526907594","{""coordinates"":[[2.35087759057387,48.8560473864314],[2.35062369523353,48.856184444677],[2.35088596197398,48.8567674200283]],""type"":""LineString""}",139.42386359604177,Hôtels et Villages
HDV,"48.85463974308153, 2.355128425115878","{""coordinates"":[[2.3574739814036,48.8537855305918],[2.35383690597971,48.8551903295215],[2.35361160042248,48.8550067901915],[2.35281766655414,48.8553385723353]],""type"":""LineString""}",614.0981260172364,Hôtels et Villages
HDV,"48.85647964616195, 2.35073883140518","{""coordinates"":[[2.35055933184173,48.8561851840778],[2.35091833096863,48.8567741082461]],""type"":""LineString""}",107.35677897030101,Hôtels et Villages
HDV,"48.85449270334403, 2.3551158621436024","{""coordinates"":[[2.35591336014788,48.8543103295279],[2.35518086039046,48.8546082178012],[2.35497142626683,48.8543988120161],[2.35431937468568,48.8546529888611]],""type"":""LineString""}",222.6388137102827,Hôtels et Villages
HDV,"48.85474355039145, 2.354924781942367","{""coordinates"":[[2.35704482796125,48.8540114305669],[2.3538154483076,48.8552185662818],[2.35359014275036,48.8549856125332],[2.35287131073443,48.855324453991]],""type"":""LineString""}",558.607661228012,Hôtels et Villages
HDV,"48.85427633699189, 2.3558567196760634","{""coordinates"":[[2.35744312811444,48.8537005780133],[2.35516093388061,48.8546375824222],[2.35493559219753,48.8544174635163],[2.35430499828848,48.8546786995312]],""type"":""LineString""}",427.30888140311947,Hôtels et Villages
HDV,"48.85430819628538, 2.3558774088269985","{""coordinates"":[[2.35720447632389,48.8538707531966],[2.35521664412229,48.8546155519229],[2.35492895498699,48.8544200194486],[2.35456978021534,48.8545404320194]],""type"":""LineString""}",345.564060390888,Hôtels et Villages
HDV,"48.854236118801964, 2.3560123083230566","{""coordinates"":[[2.35774909754127,48.853619119591],[2.35520040819694,48.8546227286778],[2.35492754762435,48.8544493538939],[2.35428047739412,48.8546640901627]],""type"":""LineString""}",453.54636825085186,Hôtels et Villages
HDV,"48.85440051574037, 2.355488308749556","{""coordinates"":[[2.3566857489055,48.8540468642268],[2.35519700877771,48.8546007199419],[2.35498664182076,48.8543895503231],[2.35432245669322,48.8546711550014]],""type"":""LineString""}",321.0577647347412,Hôtels et Villages
HDV,"48.85455243754228, 2.3547899636881957","{""coordinates"":[[2.35521650671245,48.8546336875921],[2.35494345839197,48.8544532543104],[2.35433930235105,48.8546608083547]],""type"":""LineString""}",118.94843060351086,Hôtels et Villages
IBC,"48.94398628270891, 2.42319327574844","{""coordinates"":[[2.42326122476569,48.9446298775236],[2.42312532673119,48.9433426878942]],""type"":""LineString""}",218.6877835501281,Centre international de radio-télévision
IBC,"48.943067863028006, 2.423001945372695","{""coordinates"":[[2.4228410126387,48.9427824679908],[2.42316287810669,48.9433532580652]],""type"":""LineString""}",103.16261640397995,Centre international de radio-télévision
IBC,"48.94374552398065, 2.422725677490225","{""coordinates"":[[2.42225092639656,48.9441307433134],[2.42320042858389,48.9433603046479]],""type"":""LineString""}",167.99761494970028,Centre international de radio-télévision
INV,"48.861314190208894, 2.311395466698899","{""coordinates"":[[2.31098240524786,48.862438861939],[2.31127745202088,48.8624347188302],[2.31155819455226,48.8623788161322],[2.31139225544813,48.8610541307902],[2.31129812188782,48.8600333537795],[2.31160403776794,48.8600371468321]],""type"":""LineString""}",497.5132777732019,Invalides
INV,"48.859651861486896, 2.311883931208712","{""coordinates"":[[2.31094658353205,48.8623544349204],[2.3115012898637,48.8624190809381],[2.31140825534166,48.8610436058441],[2.3110890021745,48.8582181259044],[2.31217806662436,48.8584174139771],[2.31429915070692,48.8582836278381],[2.3142740176419,48.8583474547292]],""type"":""LineString""}",1149.2757557905734,Invalides
INV,"48.8604428793665, 2.3113204796498876","{""coordinates"":[[2.31100888066567,48.8624079587439],[2.31156866852341,48.8624031398368],[2.31139762108532,48.8610400758586],[2.31109820451627,48.8583627468351],[2.31141927138197,48.8583308204069],[2.31144297253242,48.8584152662054]],""type"":""LineString""}",798.6621368452143,Invalides
INV,"48.85956592336204, 2.3123891620233046","{""coordinates"":[[2.31095042199337,48.8624011864346],[2.31154046999065,48.8623716650258],[2.31139413810481,48.8612737748139],[2.31111839759071,48.8581874137727],[2.31208264788742,48.8583992562299],[2.31432012573607,48.8582536564632],[2.31454182852908,48.8600486033293],[2.31431109133219,48.8600289032411]],""type"":""LineString""}",1469.5490174282609,Invalides
INV,"48.863942660102595, 2.3138696037557995","{""coordinates"":[[2.31451284643828,48.8650624377591],[2.31397640399165,48.865048321904],[2.31396209921907,48.8645872098588],[2.31384765834344,48.864399000086],[2.31364023375108,48.8623804016753]],""type"":""LineString""}",514.4696664454784,Invalides
INV,"48.86049080662687, 2.311306189815188","{""coordinates"":[[2.31088940768043,48.8623859932832],[2.31157267385004,48.8623942989012],[2.31137607139995,48.8610578451637],[2.31110883787431,48.8583590949099],[2.31141927138197,48.8583308204069],[2.31143751526709,48.8584117986827]],""type"":""LineString""}",809.6140119639332,Invalides
INV,"48.85956382091681, 2.3124693825956335","{""coordinates"":[[2.31083969028859,48.8624148520154],[2.31154620320698,48.8624042739137],[2.31140308194391,48.8610790812096],[2.31108391771,48.8581989607746],[2.31210137026204,48.8584171876159],[2.3146914908056,48.8582863033989],[2.3148788461362,48.8599245495497],[2.31467560230317,48.8599348075976]],""type"":""LineString""}",1501.064541111486,Invalides
LBO,"48.93758889409731, 2.420031782033979","{""coordinates"":[[2.41936053947773,48.9377050409659],[2.4194624641265,48.9377755164933],[2.42071773756519,48.9373738053036]],""type"":""LineString""}",171.91069582850074,Site d'escalade du Bourget
